Teacher_ID,First_Name,Last_Name,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-3023,Rosa,Gonzales,Region IX,40,24,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-3024,Carlos,Torres,Region VII,49,30,BS Science,Biology,Biology,Level 2,Low
2026-STAR-3025,Sofia,Bautista,Region II,57,32,BS Science,Biology,Biology,Level 3,Low
2026-STAR-3026,Elena,Santos,Region XIII,54,29,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-3027,Carmen,Torres,Region VII,51,31,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-3028,Ramon,Santos,Region V,52,3,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-3029,Roberto,Santos,NCR,39,6,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3030,Roberto,Ramos,CAR,55,18,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-3031,Pedro,Ramos,NCR,55,24,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-3032,Eduardo,Aquino,BARMM,36,4,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-3033,Beatriz,Alvarez,Region IV-B,52,4,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3034,Roberto,Lopez,Region II,38,22,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-3035,Carmen,Navarro,Region VI,42,9,BS Science,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-3036,Carmen,Cruz,NCR,57,12,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-3037,Elena,Santos,Region VIII,40,7,Bachelor of Secondary Education,Biology,Chemistry,Level 1,High
2026-STAR-3038,Luz,Navarro,CAR,44,9,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3039,Roberto,Rizal,Region V,29,11,Master of Arts in Ed,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-3040,Carmela,Santos,Region XII,54,27,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-3041,Ana,Lopez,Region XIII,30,18,BS Science,Physics,Physics,Level 2,Low
2026-STAR-3042,Ricardo,Navarro,Region IV-A,33,14,BS Science,Physics,Physics,Level 3,Low
2026-STAR-3043,Pilar,Santos,CAR,52,9,BS Science,Physics,Physics,Level 2,Low
2026-STAR-3044,Pilar,Gonzales,BARMM,25,5,Bachelor of Secondary Education,Mathematics,Chemistry,Level 1,High
2026-STAR-3045,Ricardo,Garcia,Region IV-A,25,14,Bachelor of Secondary Education,Chemistry,Physics,Level 1,High
2026-STAR-3046,Carlos,Bautista,Region VI,31,27,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-3047,Teresa,Garcia,Region XIII,26,31,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-3048,Antonio,Gomez,Region VII,29,26,BS Science,Physics,Physics,Level 3,Low
2026-STAR-3049,Ricardo,Ramos,Region I,42,29,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-3050,Beatriz,Gonzales,Region IV-A,52,5,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-3051,Antonio,Santos,BARMM,40,8,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3052,Rosa,Villanueva,Region XI,35,17,BS Science,Physics,Physics,Level 3,Low
2026-STAR-3053,Manuel,Rodriguez,Region VI,33,22,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-3054,Lourdes,Reyes,Region XIII,36,8,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-3055,Maria,Rodriguez,Region II,44,7,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-3056,Elena,Mendoza,Region XII,42,17,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3057,Ana,Torres,Region IV-A,50,32,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-3058,Manuel,Gonzales,Region VII,36,28,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-3059,Manuel,Dela Cruz,Region XII,33,20,BS Science,Physics,Physics,Level 2,Low
2026-STAR-3060,Pilar,Rodriguez,Region I,28,8,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-3061,Miguel,Santos,Region IV-A,54,31,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-3062,Pedro,Cruz,Region V,38,32,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-3063,Maria,Alvarez,Region VI,31,16,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-3064,Rosa,Reyes,Region IV-B,51,6,BS Science,General Science,Physics,Level 1,High
2026-STAR-3065,Ana,Reyes,Region I,48,14,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-3066,Carmela,Rodriguez,Region VI,50,11,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-3067,Carmela,Santos,Region I,24,4,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3068,Elena,Garcia,Region XIII,36,16,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-3069,Carlos,Rodriguez,Region III,47,29,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-3070,Luis,Lopez,CAR,23,11,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-3071,Maria,Garcia,Region IV-A,41,9,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-3072,Maria,Dela Cruz,Region IV-B,41,16,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-3073,Carlos,Cruz,Region V,43,5,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-3074,Jose,Perez,Region IV-A,37,15,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-3075,Manuel,Garcia,Region IX,40,15,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-3076,Pilar,Ramos,Region XI,36,23,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-3077,Pilar,Gomez,Region XII,49,18,Bachelor of Secondary Education,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-3078,Manuel,Perez,Region VII,48,23,PhD STEM,Biology,General Science,Level 1,High
2026-STAR-3079,Pilar,Gonzales,Region I,50,22,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-3080,Rosa,Gonzales,Region I,27,31,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-3081,Lourdes,Villanueva,Region XII,44,15,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-3082,Roberto,Lopez,Region VII,25,25,PhD STEM,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-3083,Antonio,Lopez,Region IX,34,18,BS Science,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-3084,Rosa,Gonzales,Region IV-A,49,15,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-3085,Elena,Garcia,BARMM,29,1,BS Science,Mathematics,Physics,Level 1,High
2026-STAR-3086,Rosa,Torres,Region XII,49,10,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-3087,Luis,Garcia,Region XIII,35,7,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-3088,Carmen,Fernandez,Region III,40,11,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-3089,Elena,Rodriguez,Region XII,27,17,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-3090,Carmela,Reyes,Region V,29,21,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-3091,Luis,Rizal,Region III,38,27,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-3092,Carlos,Bautista,Region X,52,18,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-3093,Juan,Tolentino,Region X,49,5,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-3094,Miguel,Rizal,NCR,32,29,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-3095,Juan,Rodriguez,Region VIII,36,8,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-3096,Eduardo,Reyes,Region XI,52,13,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-3097,Ana,Perez,Region V,28,27,BS Science,Physics,Physics,Level 2,Low
2026-STAR-3098,Rosa,Alvarez,Region IX,49,31,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3099,Luz,Santos,Region VIII,36,6,Bachelor of Secondary Education,Physics,Biology,Level 1,High
2026-STAR-3100,Rosa,Fernandez,Region V,40,24,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-3101,Antonio,Gonzales,Region X,44,22,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-3102,Carlos,Torres,BARMM,40,6,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-3103,Carmen,Ramos,Region IX,34,30,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-3104,Pilar,Perez,Region II,43,20,Master of Arts in Ed,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-3105,Rosa,Santos,Region V,24,28,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-3106,Ana,Aquino,Region VIII,32,6,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3107,Rosa,Ramos,Region VI,25,4,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3108,Luz,Cruz,Region IX,56,6,PhD STEM,Chemistry,General Science,Level 1,High
2026-STAR-3109,Roberto,Mendoza,Region IV-A,39,5,BS Science,Biology,Physics,Level 1,High
2026-STAR-3110,Pilar,Reyes,Region X,46,22,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-3111,Lourdes,Rodriguez,Region VIII,25,6,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-3112,Ramon,Tolentino,Region XIII,29,13,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-3113,Manuel,Perez,Region IV-A,31,12,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-3114,Lourdes,Perez,Region I,32,26,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-3115,Pedro,Santos,Region VII,47,14,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3116,Pedro,Mendoza,Region III,41,6,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-3117,Sofia,Dela Cruz,CAR,50,31,BS Science,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-3118,Luis,Bautista,Region XII,47,5,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-3119,Luz,Tolentino,Region III,26,23,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-3120,Beatriz,Tolentino,Region XI,47,23,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-3121,Antonio,Perez,Region IV-A,24,27,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-3122,Lourdes,Bautista,Region III,24,17,PhD STEM,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-3123,Pedro,Villanueva,BARMM,37,6,Master of Arts in Ed,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-3124,Elena,Reyes,Region VII,43,16,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-3125,Miguel,Navarro,Region XI,32,31,PhD STEM,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-3126,Roberto,Rodriguez,Region IV-A,23,19,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-3127,Ramon,Mendoza,Region III,49,19,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-3128,Jose,Torres,Region IX,56,15,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-3129,Ricardo,Rizal,CAR,39,27,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3130,Manuel,Rizal,Region VII,35,12,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-3131,Pilar,Aquino,Region I,45,8,PhD STEM,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-3132,Jose,Rodriguez,Region XI,40,9,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-3133,Lourdes,Rodriguez,Region IV-A,47,22,BS Science,Physics,Biology,Level 1,High
2026-STAR-3134,Jose,Bautista,Region V,52,24,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-3135,Beatriz,Torres,Region IX,46,21,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3136,Elena,Navarro,Region II,23,3,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3137,Eduardo,Alvarez,Region VIII,36,0,Master of Arts in Ed,General Science,General Science,Level 1,Low
2026-STAR-3138,Miguel,Gomez,Region XIII,47,4,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-3139,Carlos,Gomez,Region II,44,30,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-3140,Ricardo,Perez,Region IV-A,40,16,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-3141,Luis,Santos,Region VII,27,12,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-3142,Pedro,Aquino,Region XI,41,20,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-3143,Teresa,Dela Cruz,Region V,32,9,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-3144,Luz,Reyes,Region III,57,10,BS Science,General Science,General Science,Level 2,Low
2026-STAR-3145,Ricardo,Torres,NCR,25,4,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-3146,Luis,Dela Cruz,Region V,37,19,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-3147,Teresa,Garcia,Region XIII,50,11,BS Science,Physics,Physics,Level 3,Low
2026-STAR-3148,Sofia,Gomez,Region XII,39,14,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-3149,Pilar,Rizal,Region V,28,9,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-3150,Eduardo,Fernandez,Region IV-B,55,18,BS Science,General Science,General Science,Level 2,Low
2026-STAR-3151,Lourdes,Reyes,Region II,26,10,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-3152,Manuel,Villanueva,Region I,31,15,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-3153,Beatriz,Torres,Region IX,56,9,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-3154,Elena,Garcia,Region V,51,8,PhD STEM,Physics,Mathematics,Level 1,High
2026-STAR-3155,Elena,Aquino,Region VI,48,24,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-3156,Antonio,Fernandez,Region III,41,19,BS Science,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-3157,Juan,Torres,Region X,25,27,BS Science,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-3158,Beatriz,Alvarez,Region XIII,38,30,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-3159,Eduardo,Lopez,Region XII,32,23,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-3160,Beatriz,Lopez,CAR,34,28,BS Science,Biology,Biology,Level 3,Low
2026-STAR-3161,Carmen,Rodriguez,Region XIII,34,23,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-3162,Beatriz,Aquino,Region VI,48,32,BS Science,Biology,Biology,Level 2,Low
2026-STAR-3163,Ramon,Fernandez,Region IV-A,33,5,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-3164,Manuel,Navarro,Region XI,47,23,BS Science,General Science,General Science,Level 2,Low
2026-STAR-3165,Eduardo,Gonzales,Region VII,52,14,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-3166,Manuel,Alvarez,Region IX,34,5,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 1,High
2026-STAR-3167,Manuel,Ramos,Region II,37,13,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-3168,Eduardo,Mendoza,Region VII,49,32,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-3169,Pilar,Gonzales,Region IV-B,49,27,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-3170,Pedro,Gomez,Region III,26,3,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-3171,Sofia,Perez,Region IV-B,46,31,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-3172,Pilar,Rizal,Region XIII,46,11,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-3173,Juan,Lopez,Region IX,39,6,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3174,Carmen,Rodriguez,Region VI,29,9,BS Science,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-3175,Juan,Rizal,Region VI,56,25,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-3176,Roberto,Villanueva,NCR,56,27,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-3177,Rosa,Ramos,Region IX,43,12,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-3178,Lourdes,Lopez,Region V,47,30,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-3179,Ricardo,Reyes,Region VI,28,9,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-3180,Antonio,Aquino,BARMM,32,7,BS Science,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-3181,Carlos,Garcia,Region II,53,11,PhD STEM,Physics,Mathematics,Level 1,High
2026-STAR-3182,Carlos,Perez,Region IV-B,26,8,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-3183,Elena,Villanueva,Region IX,52,10,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-3184,Rosa,Gonzales,Region XII,40,5,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-3185,Beatriz,Cruz,Region XII,50,16,BS Science,Biology,Biology,Level 2,Low
2026-STAR-3186,Ricardo,Fernandez,CAR,30,15,Master of Arts in Ed,Physics,Mathematics,Level 1,High
2026-STAR-3187,Beatriz,Rodriguez,Region V,35,19,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-3188,Juan,Cruz,CAR,47,20,Master of Arts in Ed,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-3189,Roberto,Cruz,NCR,24,11,BS Science,Physics,Physics,Level 3,Low
2026-STAR-3190,Ramon,Santos,Region III,44,24,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-3191,Elena,Perez,Region VI,33,14,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-3192,Roberto,Bautista,BARMM,24,8,Master of Arts in Ed,Physics,Mathematics,Level 1,High
2026-STAR-3193,Rosa,Ramos,Region I,57,12,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-3194,Roberto,Navarro,Region XIII,51,32,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-3195,Ana,Fernandez,Region XIII,27,31,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-3196,Ramon,Aquino,Region XIII,53,5,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-3197,Sofia,Rodriguez,Region XIII,47,12,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-3198,Carlos,Santos,Region IV-A,54,32,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-3199,Carmen,Dela Cruz,Region VI,35,17,BS Science,General Science,General Science,Level 2,Low
2026-STAR-3200,Pedro,Torres,Region XI,49,6,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-3201,Carmela,Perez,Region IV-B,28,10,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-3202,Teresa,Bautista,Region X,49,8,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-3203,Carlos,Alvarez,Region III,41,19,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-3204,Manuel,Mendoza,Region VII,41,13,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-3205,Pilar,Alvarez,Region X,50,15,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-3206,Pedro,Rizal,Region IV-B,48,24,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-3207,Rosa,Perez,Region V,25,19,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-3208,Antonio,Bautista,Region I,44,7,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-3209,Pedro,Perez,Region IX,36,16,BS Science,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-3210,Jose,Ramos,CAR,39,4,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-3211,Luis,Perez,Region I,43,14,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3212,Miguel,Lopez,Region IV-A,26,21,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-3213,Ramon,Bautista,CAR,30,32,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-3214,Ramon,Villanueva,Region I,32,7,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-3215,Teresa,Fernandez,Region IV-B,29,13,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-3216,Maria,Gonzales,NCR,41,30,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-3217,Antonio,Tolentino,Region X,32,13,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3218,Rosa,Garcia,Region IV-A,30,24,BS Science,Physics,Physics,Level 3,Low
2026-STAR-3219,Carmela,Gomez,Region I,27,15,PhD STEM,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-3220,Miguel,Ramos,Region IV-B,49,7,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-3221,Antonio,Ramos,Region V,54,11,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-3222,Ana,Cruz,Region X,44,5,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3223,Carmen,Alvarez,Region X,47,10,BS Science,Physics,General Science,Level 1,High
2026-STAR-3224,Manuel,Lopez,BARMM,25,9,BS Science,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-3225,Rosa,Gonzales,Region III,37,19,Bachelor of Secondary Education,Biology,Chemistry,Level 1,High
2026-STAR-3226,Lourdes,Dela Cruz,Region IX,53,3,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-3227,Elena,Dela Cruz,BARMM,22,1,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-3228,Roberto,Reyes,Region VI,28,18,BS Science,Biology,Biology,Level 3,Low
2026-STAR-3229,Elena,Gomez,Region I,56,15,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-3230,Manuel,Reyes,Region II,47,29,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-3231,Sofia,Gomez,Region X,37,27,BS Science,Physics,Physics,Level 3,Low
2026-STAR-3232,Jose,Gonzales,CAR,36,26,BS Science,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-3233,Carmela,Garcia,Region IX,45,14,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-3234,Jose,Mendoza,Region IV-B,51,7,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-3235,Jose,Cruz,CAR,24,14,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-3236,Juan,Aquino,Region III,32,25,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-3237,Luz,Villanueva,Region VII,38,27,Master of Arts in Ed,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-3238,Rosa,Perez,Region XII,36,5,PhD STEM,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-3239,Carlos,Villanueva,BARMM,27,4,Master of Arts in Ed,Mathematics,Biology,Level 1,High
2026-STAR-3240,Teresa,Villanueva,Region XIII,32,10,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-3241,Ricardo,Torres,Region X,29,6,BS Science,Biology,Biology,Level 2,Low
2026-STAR-3242,Ramon,Fernandez,Region XI,42,6,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-3243,Ricardo,Lopez,Region XII,26,10,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-3244,Rosa,Cruz,Region VI,49,20,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3245,Roberto,Alvarez,Region VII,57,21,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-3246,Maria,Torres,Region X,43,26,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-3247,Pilar,Navarro,Region VIII,24,2,BS Science,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-3248,Rosa,Lopez,Region IX,23,23,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-3249,Lourdes,Alvarez,Region IV-B,48,26,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-3250,Luis,Bautista,Region IV-A,25,16,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-3251,Carmela,Gonzales,BARMM,41,2,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-3252,Jose,Reyes,NCR,41,5,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-3253,Rosa,Garcia,Region XI,40,5,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-3254,Luis,Dela Cruz,Region VII,51,14,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-3255,Eduardo,Dela Cruz,Region II,56,31,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-3256,Jose,Ramos,Region XII,52,6,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-3257,Sofia,Dela Cruz,Region IX,27,6,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-3258,Eduardo,Garcia,Region III,26,18,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-3259,Ramon,Lopez,Region VI,24,27,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-3260,Luz,Mendoza,Region XII,23,17,Master of Arts in Ed,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-3261,Rosa,Fernandez,BARMM,33,2,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-3262,Pilar,Reyes,Region I,29,7,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-3263,Elena,Gonzales,Region XIII,39,11,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-3264,Luis,Garcia,Region IV-B,36,26,PhD STEM,Unrelated / Not Specified,Biology,Level 1,High
2026-STAR-3265,Jose,Rizal,NCR,31,30,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-3266,Lourdes,Navarro,Region XIII,53,22,BS Science,General Science,General Science,Level 3,Low
2026-STAR-3267,Beatriz,Navarro,Region IX,36,22,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 1,High
